0.000000000000000000e+00,1.476575704791193466e+01
2.000400080016003206e-03,1.497037739364035858e+01
4.000800160032006413e-03,1.495982873718535799e+01
6.001200240048009185e-03,1.477838012921006872e+01
8.001600320064012825e-03,1.496181415971205375e+01
1.000200040008001647e-02,1.477962493731354954e+01
1.200240048009601837e-02,1.551121214026071016e+01
1.400280056011202201e-02,1.550082829485201330e+01
1.600320064012802565e-02,1.549149527649774782e+01
1.800360072014402929e-02,1.537061904978027371e+01
2.000400080016003293e-02,1.536143407911334791e+01
2.200440088017603657e-02,1.498583341408849812e+01
2.400480096019203674e-02,1.497158913075188913e+01
2.600520104020804038e-02,1.479785865745554574e+01
2.800560112022404402e-02,1.478182293389572344e+01
3.000600120024004766e-02,1.476830359596475795e+01
3.200640128025605130e-02,1.498506353222883725e+01
3.400680136027205147e-02,1.497119889047571739e+01
3.600720144028805858e-02,1.495967559329849550e+01
3.800760152030405875e-02,1.495015962297854095e+01
4.000800160032006586e-02,1.479895640899264997e+01
4.200840168033606603e-02,1.478373689281566783e+01
4.400880176035207314e-02,1.477100001585557365e+01
4.600920184036807331e-02,1.476040268680421974e+01
4.800960192038407348e-02,1.498331453547534586e+01
5.001000200040008059e-02,1.497118160877001536e+01
5.201040208041608076e-02,1.550819044364812171e+01
5.401080216043208787e-02,1.549810178590575482e+01
5.601120224044808804e-02,1.548902423305376885e+01
5.801160232046409515e-02,1.548078829950951096e+01
6.001200240048009532e-02,1.536796700676618066e+01
6.201240248049610243e-02,1.479394948507639285e+01
6.401280256051210260e-02,1.477831586535971553e+01
6.601320264052810971e-02,1.498488513800556987e+01
6.801360272054410294e-02,1.497061465404179259e+01
7.001400280056011005e-02,1.495868544119466748e+01
7.201440288057611716e-02,1.479221684878056386e+01
7.401480296059212427e-02,1.477724541232857369e+01
7.601520304060811750e-02,1.476468571440931044e+01
7.801560312062412461e-02,1.497681775214718058e+01
8.001600320064013172e-02,1.496458623319741754e+01
8.201640328065612495e-02,1.495448588150243552e+01
8.401680336067213206e-02,1.478676932065016203e+01
8.601720344068813917e-02,1.477370039434447513e+01
8.801760352070414628e-02,1.496600670490974139e+01
9.001800360072013951e-02,1.495650933748225953e+01
9.201840368073614662e-02,1.478788676208232111e+01
9.401880376075215373e-02,1.539125773119881302e+01
9.601920384076814696e-02,1.538050914658663615e+01
9.801960392078415407e-02,1.550277804543563143e+01
1.000200040008001612e-01,1.549249011481666649e+01
1.020204040808161683e-01,1.497786197606183300e+01
1.040208041608321615e-01,1.496530504712981546e+01
1.060212042408481686e-01,1.495478996959216467e+01
1.080216043208641757e-01,1.481076148633473544e+01
1.100220044008801829e-01,1.479334631034360470e+01
1.120224044808961761e-01,1.477867359039984052e+01
1.140228045609121832e-01,1.476637502515914413e+01
1.160232046409281903e-01,1.475613008328530817e+01
1.180236047209441835e-01,1.499344601236500729e+01
1.200240048009601906e-01,1.497930642038415350e+01
1.220244048809761978e-01,1.550350801788136934e+01
1.240248049609922049e-01,1.549361839889851211e+01
1.260252050410081981e-01,1.548471705390166875e+01
1.280256051210242052e-01,1.496420509947756017e+01
1.300260052010402123e-01,1.495377093338297847e+01
